age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,code_sondage,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,has_left
37,M,9434,Marié(e),Consulting,Tech Lead,1,80,10,10,7,3,3,3,3,3,3,3,Non,15 %,1,2,1,689,3,3,Autre,Y,Occasionnel,7,8,0
29,F,5561,Marié(e),Commercial,Cadre Commercial,1,80,6,6,0,2,3,2,3,1,2,3,Non,14 %,1,5,1,690,3,2,Transformation Digitale,Y,Occasionnel,1,2,0
35,M,6646,Célibataire,Consulting,Assistant de Direction,1,80,17,17,11,2,1,2,4,2,3,3,Non,13 %,0,3,1,691,6,4,Infra & Cloud,Y,Occasionnel,11,8,0
33,M,7725,Divorcé(e),Consulting,Manager,3,80,15,13,11,3,3,2,4,3,1,4,Non,23 %,1,2,1,692,6,3,Infra & Cloud,Y,Frequent,4,7,0
54,M,10725,Marié(e),Ressources Humaines,Ressources Humaines,2,80,16,9,7,3,3,3,2,3,4,3,Non,15 %,1,1,1,698,19,4,Transformation Digitale,Y,Occasionnel,7,1,0
36,M,8847,Divorcé(e),Consulting,Tech Lead,2,80,13,3,2,2,2,2,2,3,3,3,Oui,11 %,1,2,1,699,9,2,Transformation Digitale,Y,Occasionnel,0,2,0
27,M,2045,Célibataire,Consulting,Assistant de Direction,0,80,5,4,2,1,2,1,4,4,3,3,Non,13 %,0,0,1,700,3,4,Transformation Digitale,Y,Occasionnel,1,1,0
20,M,1009,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,4,3,1,3,4,3,3,Oui,11 %,0,5,1,701,10,1,Transformation Digitale,Y,Occasionnel,1,1,1
33,M,3348,Célibataire,Consulting,Assistant de Direction,1,80,10,10,8,1,3,1,1,1,3,3,Oui,11 %,0,3,1,702,3,3,Infra & Cloud,Y,Frequent,9,7,1
35,M,1281,Marié(e),Consulting,Consultant,1,80,1,1,0,3,2,1,3,3,3,3,Non,18 %,2,3,1,704,3,3,Infra & Cloud,Y,Aucun,0,0,0
23,M,2819,Marié(e),Consulting,Assistant de Direction,2,80,5,3,2,1,4,1,1,1,4,3,Non,16 %,1,3,1,705,4,3,Transformation Digitale,Y,Occasionnel,0,2,0
25,M,4851,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2,4,4,2,2,3,3,4,Non,22 %,1,4,1,707,8,3,Infra & Cloud,Y,Occasionnel,1,2,0
38,F,4028,Célibataire,Commercial,Cadre Commercial,0,80,8,7,7,4,2,2,4,1,3,4,Non,20 %,0,2,1,709,7,4,Marketing,Y,Occasionnel,0,5,0
29,M,2720,Divorcé(e),Consulting,Assistant de Direction,1,80,10,10,7,2,1,1,4,4,3,3,Non,18 %,1,5,1,710,1,4,Infra & Cloud,Y,Frequent,2,8,0
48,M,8120,Marié(e),Commercial,Cadre Commercial,3,80,12,2,2,2,4,2,2,4,3,3,Non,12 %,0,3,1,712,2,1,Marketing,Y,Occasionnel,2,2,0
27,F,4647,Divorcé(e),Commercial,Cadre Commercial,1,80,6,6,5,4,4,2,4,2,3,4,Oui,20 %,2,3,1,714,3,1,Transformation Digitale,Y,Frequent,0,4,0
37,M,4680,Célibataire,Consulting,Assistant de Direction,3,80,4,1,0,4,4,1,4,1,3,3,Non,17 %,0,2,1,715,10,2,Infra & Cloud,Y,Occasionnel,0,0,0
50,M,3221,Marié(e),Consulting,Consultant,1,80,20,20,8,4,4,1,3,3,3,3,Oui,11 %,3,3,1,716,28,1,Transformation Digitale,Y,Occasionnel,3,8,0
34,F,8621,Célibataire,Consulting,Manager,1,80,9,8,7,4,2,3,2,2,4,3,Non,14 %,0,3,1,717,9,3,Transformation Digitale,Y,Occasionnel,7,7,0
24,F,4577,Célibataire,Commercial,Cadre Commercial,9,80,4,2,2,1,3,2,3,1,3,3,Non,14 %,0,3,1,720,3,2,Infra & Cloud,Y,Occasionnel,2,0,1
39,F,4553,Célibataire,Consulting,Manager,1,80,20,20,7,4,2,2,3,1,3,3,Non,11 %,0,4,1,721,2,4,Entrepreunariat,Y,Occasionnel,11,10,0
32,M,5396,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7,4,3,2,4,4,2,3,Non,12 %,0,2,1,722,10,3,Marketing,Y,Occasionnel,0,8,0
50,M,6796,Marié(e),Commercial,Cadre Commercial,3,80,18,4,3,2,3,2,3,1,3,3,Oui,14 %,1,4,1,723,8,2,Entrepreunariat,Y,Frequent,1,3,1
38,F,7625,Célibataire,Consulting,Manager,0,80,10,9,7,2,4,2,4,3,2,3,Non,13 %,0,4,1,724,1,4,Infra & Cloud,Y,Occasionnel,1,8,0
27,F,7412,Marié(e),Consulting,Tech Lead,1,80,9,9,7,3,3,3,1,4,3,3,Non,11 %,0,3,1,725,1,2,Infra & Cloud,Y,Occasionnel,0,7,0
32,F,11159,Célibataire,Consulting,Directeur Technique,3,80,10,7,7,3,3,3,4,4,3,3,Non,15 %,0,6,1,727,3,2,Infra & Cloud,Y,Occasionnel,7,7,0
47,M,4960,Célibataire,Commercial,Cadre Commercial,2,80,20,7,7,4,3,2,1,4,3,3,Non,12 %,0,2,1,728,14,4,Marketing,Y,Occasionnel,1,7,0
40,M,10475,Marié(e),Commercial,Cadre Commercial,5,80,20,18,13,4,2,3,1,3,3,4,Oui,21 %,1,2,1,729,5,4,Infra & Cloud,Y,Frequent,1,12,0
53,M,14814,Marié(e),Consulting,Directeur Technique,3,80,32,5,1,3,4,4,3,3,3,3,Non,19 %,0,3,1,730,7,3,Infra & Cloud,Y,Occasionnel,1,3,0
41,M,19141,Divorcé(e),Ressources Humaines,Senior Manager,3,80,23,21,6,2,2,5,4,2,2,3,Non,15 %,3,2,1,731,10,4,Ressources Humaines,Y,Occasionnel,12,6,0
60,M,5405,Célibataire,Commercial,Cadre Commercial,8,80,10,2,2,1,3,2,1,4,3,3,Non,14 %,0,1,1,732,16,4,Marketing,Y,Occasionnel,2,2,0
27,M,8793,Divorcé(e),Consulting,Tech Lead,1,80,9,9,7,4,3,3,1,3,2,4,Non,21 %,2,4,1,733,10,2,Infra & Cloud,Y,Frequent,1,7,0
41,M,19189,Marié(e),Ressources Humaines,Senior Manager,1,80,22,22,7,4,2,5,3,2,3,3,Non,12 %,1,3,1,734,1,3,Ressources Humaines,Y,Occasionnel,2,10,0
50,M,3875,Marié(e),Commercial,Représentant Commercial,7,80,4,2,2,4,3,1,2,4,3,3,Non,15 %,1,2,1,738,8,4,Marketing,Y,Occasionnel,2,2,0
28,F,2216,Célibataire,Consulting,Assistant de Direction,7,80,10,7,7,1,1,1,2,4,3,3,Oui,13 %,0,4,1,741,1,2,Infra & Cloud,Y,Occasionnel,3,7,1
36,F,11713,Marié(e),Consulting,Directeur Technique,9,80,10,8,7,1,4,3,1,1,3,3,Non,14 %,1,2,1,742,8,3,Infra & Cloud,Y,Aucun,0,5,0
38,F,7861,Célibataire,Consulting,Tech Lead,4,80,10,1,0,3,3,3,3,4,4,3,Oui,14 %,0,4,1,743,1,3,Infra & Cloud,Y,Occasionnel,0,0,0
44,M,3708,Célibataire,Consulting,Consultant,2,80,9,5,2,1,1,1,3,3,3,3,Non,14 %,0,5,1,744,24,3,Transformation Digitale,Y,Aucun,1,4,0
47,F,13770,Divorcé(e),Commercial,Cadre Commercial,9,80,28,22,2,4,3,4,3,4,2,3,Oui,12 %,2,2,1,746,3,3,Transformation Digitale,Y,Frequent,11,13,0
30,M,5304,Divorcé(e),Commercial,Cadre Commercial,7,80,10,8,7,3,3,2,4,4,2,4,Non,23 %,1,2,1,747,27,5,Marketing,Y,Occasionnel,7,7,0
29,M,2642,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,3,3,1,3,3,3,3,Non,11 %,0,6,1,749,10,3,Infra & Cloud,Y,Occasionnel,0,0,0
42,M,2759,Divorcé(e),Consulting,Assistant de Direction,6,80,7,2,2,3,4,1,3,4,3,3,Oui,12 %,0,2,1,752,19,3,Transformation Digitale,Y,Frequent,2,2,1
43,M,6804,Marié(e),Commercial,Cadre Commercial,3,80,7,2,2,4,2,2,4,3,3,3,Non,18 %,1,5,1,754,15,3,Infra & Cloud,Y,Frequent,2,2,0
34,F,6142,Célibataire,Consulting,Manager,3,80,10,5,1,2,3,2,3,4,3,3,Non,11 %,0,2,1,757,8,2,Transformation Digitale,Y,Occasionnel,4,3,0
23,M,2500,Marié(e),Consulting,Consultant,1,80,5,4,3,2,3,1,1,4,4,3,Non,14 %,1,2,1,758,9,1,Transformation Digitale,Y,Occasionnel,0,2,0
39,F,6389,Marié(e),Ressources Humaines,Ressources Humaines,9,80,12,8,3,3,4,2,2,3,1,3,Non,15 %,1,3,1,760,3,3,Ressources Humaines,Y,Occasionnel,3,6,0
56,M,11103,Marié(e),Consulting,Manager,7,80,30,10,7,3,3,4,4,3,2,3,Non,11 %,0,1,1,762,9,3,Transformation Digitale,Y,Occasionnel,1,1,0
40,F,2342,Célibataire,Consulting,Assistant de Direction,0,80,5,4,2,4,2,1,4,4,2,4,Oui,20 %,0,2,1,763,2,1,Transformation Digitale,Y,Occasionnel,2,3,0
27,F,6811,Célibataire,Consulting,Manager,8,80,9,7,6,4,2,2,1,1,1,3,Non,19 %,0,2,1,764,7,3,Transformation Digitale,Y,Occasionnel,0,7,0
29,M,2297,Divorcé(e),Commercial,Représentant Commercial,1,80,2,2,2,4,3,1,2,4,3,3,Non,14 %,2,2,1,766,10,3,Marketing,Y,Occasionnel,2,2,0
53,M,2450,Célibataire,Consulting,Consultant,2,80,19,2,2,4,3,2,4,4,3,3,Non,17 %,0,4,1,769,6,3,Infra & Cloud,Y,Occasionnel,2,2,0
35,F,5093,Divorcé(e),Consulting,Manager,2,80,16,1,0,4,3,2,1,1,4,3,Non,11 %,1,2,1,771,2,4,Infra & Cloud,Y,Aucun,0,0,0
32,M,5309,Marié(e),Consulting,Consultant,1,80,10,10,8,1,3,2,4,4,3,3,Non,15 %,2,2,1,772,24,4,Infra & Cloud,Y,Frequent,4,7,0
38,M,3057,Marié(e),Consulting,Assistant de Direction,6,80,6,1,0,4,3,1,3,2,1,3,Oui,13 %,1,0,1,773,2,5,Transformation Digitale,Y,Occasionnel,0,1,0
34,F,5121,Divorcé(e),Consulting,Tech Lead,3,80,7,0,0,2,3,2,1,3,3,3,Non,14 %,1,3,1,775,8,5,Infra & Cloud,Y,Occasionnel,0,0,0
52,M,16856,Marié(e),Commercial,Senior Manager,1,80,34,34,6,3,2,4,1,1,4,3,Non,11 %,0,3,1,776,3,4,Marketing,Y,Occasionnel,1,16,0
33,M,2686,Célibataire,Consulting,Assistant de Direction,1,80,10,10,9,4,3,1,4,3,2,3,Oui,13 %,0,2,1,780,1,4,Autre,Y,Occasionnel,7,8,1
25,F,6180,Célibataire,Commercial,Cadre Commercial,1,80,6,6,5,3,3,2,4,2,2,4,Non,23 %,0,5,1,781,26,1,Transformation Digitale,Y,Occasionnel,1,4,0
45,M,6632,Célibataire,Commercial,Représentant Commercial,0,80,9,8,7,2,1,2,3,1,3,3,Non,13 %,0,3,1,783,2,2,Entrepreunariat,Y,Occasionnel,3,1,0
23,M,3505,Célibataire,Consulting,Assistant de Direction,1,80,2,2,2,1,4,1,3,4,3,3,Non,18 %,0,3,1,784,10,1,Transformation Digitale,Y,Occasionnel,0,2,0
47,F,6397,Célibataire,Commercial,Cadre Commercial,4,80,8,5,4,2,4,2,3,4,3,3,Oui,12 %,0,2,1,785,27,2,Infra & Cloud,Y,Frequent,1,3,1
34,M,6274,Célibataire,Commercial,Cadre Commercial,1,80,6,6,5,4,3,2,4,3,3,4,Non,22 %,0,5,1,786,2,3,Autre,Y,Occasionnel,1,4,0
55,M,19859,Marié(e),Consulting,Senior Manager,5,80,24,5,2,4,3,5,1,4,3,3,Oui,13 %,1,2,1,787,2,3,Transformation Digitale,Y,Occasionnel,1,4,1
36,M,7587,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7,1,2,3,1,2,3,3,Non,15 %,0,1,1,789,8,4,Infra & Cloud,Y,Aucun,0,9,0
52,M,4258,Marié(e),Consulting,Assistant de Direction,0,80,5,4,3,4,3,1,4,1,3,3,Non,18 %,1,3,1,791,19,4,Transformation Digitale,Y,Aucun,1,2,0
26,F,4364,Divorcé(e),Consulting,Consultant,3,80,5,2,2,1,1,1,4,1,3,3,Non,14 %,1,2,1,792,1,2,Infra & Cloud,Y,Frequent,2,0,0
29,F,4335,Marié(e),Consulting,Manager,4,80,11,8,7,2,3,2,3,1,2,3,Non,12 %,1,3,1,793,27,3,Transformation Digitale,Y,Occasionnel,1,1,0
26,M,5326,Célibataire,Commercial,Cadre Commercial,6,80,6,4,3,4,2,2,1,3,2,3,Non,17 %,0,2,1,796,8,3,Entrepreunariat,Y,Occasionnel,1,2,1
34,F,3280,Célibataire,Consulting,Assistant de Direction,2,80,10,4,2,2,4,1,4,3,3,3,Non,16 %,0,2,1,797,1,4,Infra & Cloud,Y,Occasionnel,1,3,0
54,F,5485,Divorcé(e),Consulting,Tech Lead,9,80,9,5,3,4,3,2,1,2,3,3,Oui,11 %,2,4,1,799,19,4,Transformation Digitale,Y,Occasionnel,1,4,0
27,M,4342,Marié(e),Commercial,Cadre Commercial,0,80,5,4,2,3,3,2,4,2,3,3,Non,19 %,1,3,1,800,8,1,Marketing,Y,Frequent,1,1,0
37,F,2782,Divorcé(e),Consulting,Assistant de Direction,0,80,6,5,3,4,3,1,1,2,2,3,Oui,13 %,2,3,1,802,10,1,Infra & Cloud,Y,Occasionnel,4,3,0
38,F,5980,Célibataire,Consulting,Tech Lead,6,80,17,15,7,1,4,2,1,4,3,3,Oui,12 %,0,2,1,803,2,4,Infra & Cloud,Y,Frequent,4,12,0
34,F,4381,Célibataire,Consulting,Assistant de Direction,1,80,6,6,5,3,2,1,1,3,3,3,Non,11 %,0,3,1,804,2,4,Transformation Digitale,Y,Occasionnel,1,3,0
35,F,2572,Marié(e),Commercial,Représentant Commercial,1,80,3,3,2,1,3,1,4,2,2,3,Non,16 %,1,1,1,805,8,4,Infra & Cloud,Y,Occasionnel,0,2,0
30,M,3833,Marié(e),Consulting,Consultant,3,80,7,2,2,4,1,1,3,3,3,4,Non,21 %,2,2,1,806,1,3,Infra & Cloud,Y,Occasionnel,0,2,0
40,F,4244,Marié(e),Consulting,Manager,1,80,8,8,7,3,4,2,2,4,3,4,Non,24 %,1,2,1,807,2,2,Transformation Digitale,Y,Frequent,3,7,0
34,F,6500,Marié(e),Commercial,Cadre Commercial,5,80,6,3,2,3,3,2,1,2,3,3,Non,17 %,1,1,1,808,8,2,Infra & Cloud,Y,Occasionnel,1,2,0
42,M,18430,Divorcé(e),Consulting,Senior Manager,1,80,24,24,7,2,3,5,4,2,2,3,Non,13 %,1,4,1,809,8,3,Infra & Cloud,Y,Frequent,14,9,0
23,M,1601,Marié(e),Consulting,Consultant,1,80,1,0,0,3,4,1,1,3,3,4,Oui,21 %,2,2,1,811,6,3,Infra & Cloud,Y,Occasionnel,0,0,1
24,M,2694,Divorcé(e),Consulting,Consultant,1,80,1,1,0,3,2,1,2,3,3,3,Non,11 %,3,4,1,812,9,3,Infra & Cloud,Y,Aucun,0,0,0
52,F,3149,Marié(e),Consulting,Consultant,8,80,9,5,2,4,3,2,3,2,3,4,Non,20 %,1,3,1,813,11,4,Infra & Cloud,Y,Occasionnel,1,4,0
50,M,17639,Marié(e),Consulting,Directeur Technique,5,80,30,4,3,3,3,4,3,4,3,3,Non,16 %,0,3,1,815,2,3,Transformation Digitale,Y,Occasionnel,0,3,0
29,F,2319,Marié(e),Consulting,Consultant,1,80,1,1,0,2,2,1,1,4,3,3,Oui,11 %,1,1,1,816,1,2,Infra & Cloud,Y,Occasionnel,0,0,1
33,M,11691,Marié(e),Consulting,Directeur Technique,0,80,14,13,9,3,3,3,3,4,4,3,Non,11 %,0,3,1,817,7,3,Transformation Digitale,Y,Occasionnel,3,7,0
33,F,5324,Célibataire,Commercial,Cadre Commercial,5,80,6,3,2,1,3,2,1,3,3,3,Non,15 %,0,3,1,819,16,3,Marketing,Y,Occasionnel,0,2,1
47,F,16752,Marié(e),Consulting,Senior Manager,1,80,26,26,14,3,3,4,4,3,2,3,Oui,11 %,1,3,1,820,2,2,Autre,Y,Occasionnel,3,0,0
36,F,5228,Marié(e),Consulting,Tech Lead,0,80,10,9,7,3,3,2,2,1,3,3,Non,15 %,1,2,1,823,1,3,Autre,Y,Occasionnel,0,5,0
29,M,2700,Marié(e),Consulting,Assistant de Direction,1,80,10,10,7,3,4,1,3,3,3,4,Non,24 %,1,3,1,824,23,2,Infra & Cloud,Y,Occasionnel,0,7,0
58,M,19246,Célibataire,Consulting,Directeur Technique,7,80,40,31,15,4,3,5,2,4,3,3,Oui,12 %,0,2,1,825,2,4,Infra & Cloud,Y,Occasionnel,13,8,1
35,F,2506,Célibataire,Consulting,Assistant de Direction,3,80,7,2,2,4,4,1,3,3,3,3,Non,13 %,0,0,1,826,1,4,Infra & Cloud,Y,Occasionnel,2,2,0
42,F,6062,Marié(e),Consulting,Tech Lead,9,80,8,4,3,4,2,2,4,4,3,3,Oui,13 %,1,4,1,827,1,2,Infra & Cloud,Y,Occasionnel,0,2,0
28,M,4382,Célibataire,Consulting,Assistant de Direction,6,80,5,2,2,3,3,1,3,4,2,3,Non,17 %,0,3,1,828,2,4,Transformation Digitale,Y,Occasionnel,2,1,1
36,M,2143,Marié(e),Ressources Humaines,Ressources Humaines,4,80,8,5,2,3,3,1,2,2,3,3,Non,13 %,1,2,1,829,13,3,Ressources Humaines,Y,Occasionnel,0,4,0
32,F,6162,Marié(e),Consulting,Tech Lead,1,80,14,14,13,3,2,2,3,3,3,3,Non,12 %,1,3,1,830,4,3,Infra & Cloud,Y,Occasionnel,6,8,0
40,M,5094,Célibataire,Consulting,Consultant,6,80,10,1,0,1,2,2,3,4,3,3,Non,14 %,0,6,1,832,16,4,Transformation Digitale,Y,Frequent,0,0,0
30,F,6877,Célibataire,Consulting,Tech Lead,5,80,12,0,0,3,2,2,4,2,2,4,Oui,24 %,0,4,1,833,2,3,Transformation Digitale,Y,Occasionnel,0,0,0
45,F,2274,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,2,2,1,3,4,3,3,Non,14 %,0,3,1,834,2,3,Infra & Cloud,Y,Occasionnel,0,0,0
42,M,4434,Marié(e),Consulting,Tech Lead,1,80,10,9,8,2,3,2,2,4,2,3,Non,13 %,1,3,1,836,29,3,Infra & Cloud,Y,Occasionnel,7,8,0
38,M,6288,Divorcé(e),Consulting,Manager,2,80,13,4,3,1,2,2,1,3,2,3,Non,15 %,1,3,1,837,12,3,Infra & Cloud,Y,Frequent,1,2,0
34,F,2553,Célibataire,Consulting,Assistant de Direction,1,80,6,5,2,3,2,1,4,3,3,3,Non,16 %,0,3,1,838,16,4,Infra & Cloud,Y,Frequent,1,3,0
49,F,7654,Marié(e),Commercial,Cadre Commercial,1,80,9,9,8,3,3,3,4,1,4,3,Non,18 %,2,3,1,840,11,3,Marketing,Y,Occasionnel,7,7,1
55,M,5160,Célibataire,Commercial,Cadre Commercial,4,80,12,9,7,3,3,2,4,3,2,3,Non,16 %,0,3,1,842,2,1,Transformation Digitale,Y,Occasionnel,7,3,1
43,M,17159,Marié(e),Consulting,Directeur Technique,6,80,22,4,1,2,3,4,1,3,3,4,Non,24 %,1,3,1,843,14,2,Infra & Cloud,Y,Occasionnel,1,0,0
27,M,12808,Divorcé(e),Consulting,Directeur Technique,1,80,9,9,8,3,2,3,4,2,3,3,Oui,16 %,1,3,1,844,5,1,Entrepreunariat,Y,Occasionnel,0,8,0
35,M,10221,Célibataire,Consulting,Tech Lead,3,80,17,8,5,3,3,3,3,2,4,4,Non,21 %,0,3,1,845,7,3,Autre,Y,Occasionnel,1,6,0
28,F,4779,Marié(e),Commercial,Cadre Commercial,1,80,8,8,7,2,3,2,2,1,3,4,Oui,20 %,0,2,1,846,2,4,Marketing,Y,Occasionnel,7,5,0
34,M,3737,Marié(e),Ressources Humaines,Ressources Humaines,0,80,4,3,2,3,3,1,4,3,1,3,Non,19 %,1,1,1,847,3,2,Ressources Humaines,Y,Occasionnel,0,2,0
26,F,2366,Marié(e),Consulting,Assistant de Direction,1,80,8,8,7,3,2,1,3,1,3,3,Oui,14 %,1,2,1,848,5,2,Transformation Digitale,Y,Frequent,1,7,1
27,M,1706,Marié(e),Consulting,Assistant de Direction,1,80,0,0,0,4,3,1,4,3,2,3,Non,11 %,3,6,1,850,3,3,Transformation Digitale,Y,Aucun,0,0,0
51,F,16307,Marié(e),Commercial,Senior Manager,2,80,29,20,6,1,3,4,3,3,2,3,Non,14 %,1,2,1,851,26,4,Marketing,Y,Occasionnel,4,17,0
44,M,5933,Célibataire,Consulting,Manager,9,80,10,5,2,4,3,2,2,4,2,3,Non,12 %,0,2,1,852,4,3,Transformation Digitale,Y,Occasionnel,2,3,0
25,M,3424,Célibataire,Consulting,Assistant de Direction,7,80,6,4,3,1,4,1,1,3,2,3,Non,13 %,0,3,1,854,2,1,Transformation Digitale,Y,Occasionnel,0,1,0
33,M,4037,Divorcé(e),Commercial,Cadre Commercial,1,80,9,9,8,1,4,2,1,1,3,4,Non,22 %,1,5,1,855,1,3,Transformation Digitale,Y,Occasionnel,0,8,0
35,F,2559,Célibataire,Consulting,Assistant de Direction,1,80,6,6,5,3,2,1,1,4,2,3,Non,11 %,0,3,1,856,27,1,Transformation Digitale,Y,Occasionnel,1,1,0
36,M,6201,Marié(e),Commercial,Cadre Commercial,1,80,18,18,14,2,3,2,4,4,2,3,Oui,14 %,1,1,1,857,1,2,Infra & Cloud,Y,Occasionnel,4,11,0
32,M,4403,Divorcé(e),Commercial,Cadre Commercial,2,80,8,5,2,2,3,2,4,3,2,3,Non,11 %,1,3,1,859,13,4,Infra & Cloud,Y,Occasionnel,0,3,0
30,M,3761,Divorcé(e),Consulting,Assistant de Direction,9,80,10,5,4,2,2,1,4,2,2,3,Non,12 %,1,3,1,861,5,4,Infra & Cloud,Y,Frequent,0,3,0
53,F,10934,Marié(e),Commercial,Cadre Commercial,7,80,35,5,2,1,2,3,4,4,3,3,Oui,18 %,1,3,1,862,7,2,Marketing,Y,Occasionnel,0,4,0
45,M,10761,Divorcé(e),Commercial,Cadre Commercial,4,80,18,5,4,4,3,3,1,3,3,3,Oui,12 %,1,2,1,864,9,3,Marketing,Y,Occasionnel,0,2,0
32,F,5175,Marié(e),Consulting,Assistant de Direction,5,80,9,5,3,3,4,2,3,3,2,3,Non,12 %,1,3,1,865,8,2,Transformation Digitale,Y,Occasionnel,1,3,0
52,F,13826,Marié(e),Consulting,Tech Lead,3,80,31,9,8,3,2,4,4,3,3,4,Non,22 %,0,3,1,867,25,4,Transformation Digitale,Y,Frequent,0,0,0
37,M,6334,Divorcé(e),Commercial,Cadre Commercial,4,80,9,1,0,4,2,2,3,4,3,3,Non,19 %,2,2,1,868,16,4,Marketing,Y,Occasionnel,0,0,0
28,M,4936,Divorcé(e),Ressources Humaines,Ressources Humaines,1,80,6,5,1,2,2,1,4,4,3,3,Non,13 %,1,6,1,869,8,2,Transformation Digitale,Y,Occasionnel,0,4,0
22,M,4775,Marié(e),Consulting,Tech Lead,6,80,4,2,2,4,2,2,4,1,1,4,Non,22 %,2,2,1,872,1,2,Infra & Cloud,Y,Occasionnel,2,2,0
44,M,2818,Marié(e),Consulting,Consultant,2,80,10,3,2,1,4,1,4,3,2,4,Oui,24 %,1,2,1,874,8,4,Infra & Cloud,Y,Occasionnel,0,2,0
42,M,2515,Célibataire,Consulting,Assistant de Direction,5,80,8,2,1,2,3,1,4,4,3,3,Oui,14 %,0,2,1,875,2,1,Transformation Digitale,Y,Frequent,2,2,0
36,M,2342,Marié(e),Ressources Humaines,Ressources Humaines,0,80,6,5,4,1,2,1,1,3,3,4,Non,21 %,0,3,1,878,8,3,Infra & Cloud,Y,Occasionnel,0,3,0
25,M,4194,Marié(e),Commercial,Cadre Commercial,1,80,5,5,3,3,3,2,1,4,3,3,Oui,18 %,0,3,1,879,3,1,Autre,Y,Occasionnel,0,3,0
35,F,10685,Marié(e),Consulting,Tech Lead,1,80,17,17,14,4,2,3,3,2,3,4,Oui,20 %,1,2,1,880,9,3,Infra & Cloud,Y,Occasionnel,5,15,0
35,F,2022,Divorcé(e),Consulting,Assistant de Direction,1,80,10,10,2,4,3,1,2,1,2,3,Oui,19 %,1,3,1,881,25,4,Infra & Cloud,Y,Frequent,7,8,1
32,M,2314,Divorcé(e),Consulting,Consultant,0,80,4,3,0,4,3,1,4,2,3,3,Non,12 %,1,2,1,882,1,3,Infra & Cloud,Y,Aucun,0,2,0
25,M,4256,Marié(e),Commercial,Cadre Commercial,1,80,5,5,2,3,2,2,1,1,4,3,Non,12 %,0,1,1,885,4,1,Marketing,Y,Occasionnel,0,3,0
49,F,3580,Marié(e),Consulting,Assistant de Direction,2,80,7,4,2,3,3,1,1,2,3,3,Non,16 %,1,2,1,887,1,3,Entrepreunariat,Y,Occasionnel,0,2,0
24,M,3162,Marié(e),Consulting,Consultant,0,80,6,5,2,1,2,1,4,4,2,3,Non,17 %,0,2,1,888,4,1,Infra & Cloud,Y,Aucun,3,4,0
32,M,6524,Marié(e),Commercial,Cadre Commercial,1,80,10,10,8,2,3,2,2,4,3,3,Non,14 %,1,3,1,889,5,2,Infra & Cloud,Y,Frequent,5,3,0
38,M,2899,Marié(e),Commercial,Représentant Commercial,0,80,3,2,2,2,2,1,2,4,3,3,Non,19 %,1,3,1,893,9,3,Marketing,Y,Occasionnel,1,2,0
42,F,5231,Marié(e),Consulting,Consultant,2,80,17,5,3,3,4,2,4,2,2,3,Oui,13 %,1,1,1,894,3,3,Infra & Cloud,Y,Occasionnel,1,3,0
31,M,2356,Marié(e),Consulting,Assistant de Direction,3,80,8,6,4,4,3,1,4,2,3,3,Oui,19 %,1,2,1,895,11,4,Infra & Cloud,Y,Occasionnel,0,2,0
29,F,2800,Divorcé(e),Commercial,Représentant Commercial,6,80,5,3,2,2,2,1,3,3,3,3,Oui,19 %,3,3,1,896,1,3,Transformation Digitale,Y,Occasionnel,0,2,1
53,M,11836,Marié(e),Commercial,Cadre Commercial,5,80,28,2,0,1,3,4,4,3,3,3,Non,14 %,1,3,1,897,8,3,Marketing,Y,Occasionnel,2,2,0
35,M,10903,Marié(e),Consulting,Tech Lead,3,80,16,13,10,4,2,3,2,1,3,3,Non,16 %,0,2,1,899,25,3,Entrepreunariat,Y,Occasionnel,4,8,0
37,F,2973,Marié(e),Commercial,Représentant Commercial,5,80,10,5,4,3,3,1,4,2,3,3,Non,15 %,1,3,1,900,21,2,Transformation Digitale,Y,Frequent,0,0,0
53,F,14275,Célibataire,Consulting,Directeur Technique,6,80,33,12,9,4,3,4,4,3,3,3,Non,18 %,0,0,1,901,23,4,Infra & Cloud,Y,Occasionnel,3,8,0
43,F,5562,Marié(e),Consulting,Manager,4,80,12,5,2,4,3,2,4,2,2,3,Non,13 %,1,2,1,902,1,3,Infra & Cloud,Y,Frequent,2,2,0
47,F,4537,Marié(e),Commercial,Cadre Commercial,0,80,8,7,6,3,3,2,4,1,3,4,Oui,22 %,1,2,1,903,2,2,Marketing,Y,Occasionnel,7,7,0
